Line_item_target,line_item_narative,label,train_test_tag,description,word_count,yake_keywords,yake_keywords_cutoff,yake_keywords_cutoff_ud
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",0,train,"gal n boy walking park. gal-can hold ur hand? boy-y? u think would run away? gal-no, jst wana c feels walking heaven prince..gn:-)",23,"[('boy walking park', 0.05016027231829621), ('gal n boy', 0.05359079014714745), ('walking park', 0.14251136629684547), ('gal', 0.18064162132790837), ('park', 0.18064162132790837), ('boy walking', 0.24136274165498647), ('boy', 0.28157907127516324), ('boy-y', 0.3314655716697712), ('gal-can hold', 0.3333283735396997), ('hold ur hand', 0.3333283735396997), ('walking', 0.3452559376488865), ('gal-no', 0.4095426714242893), ('gal-can', 0.4336513822302777), ('hand', 0.4336513822302777), ('hold', 0.5764935161049469), ('jst', 0.6094673846402316), ('prince.', 0.6094673846402316), ('run', 0.7084940170603004), ('wana', 0.7350579258654978), ('feels', 0.7350579258654978)]","['boy walking', 'boy', 'boy-y', 'gal-can hold', 'hold ur hand', 'walking', 'gal-no', 'gal-can', 'hand', 'hold', 'jst', 'prince.', 'run', 'wana', 'feels']","boy walking,boy,boy-y,gal-can hold,hold ur hand,walking,gal-no,gal-can,hand,hold,jst,prince.,run,wana,feels"
ham,What makes you most happy?,0,train,makes happy?,2,"[('makes happy', 0.02570861714399338), ('makes', 0.15831692877998726), ('happy', 0.15831692877998726)]",[],
ham,Wishing you a wonderful week.,0,train,wishing wonderful week.,3,"[('wishing wonderful week', 0.008321268142839145), ('wishing wonderful', 0.04940384002065631), ('wonderful week', 0.04940384002065631), ('wishing', 0.15831692877998726), ('week', 0.15831692877998726), ('wonderful', 0.29736558256021506)]",['wonderful'],wonderful
ham,Sweet heart how are you?,0,test,sweet heart you?,3,"[('sweet heart', 0.04940384002065631), ('sweet', 0.15831692877998726), ('heart', 0.29736558256021506)]",['heart'],heart
ham,"Sir, waiting for your letter.",0,test,"sir, waiting letter.",3,"[('waiting letter', 0.02570861714399338), ('sir', 0.04491197687864554), ('waiting', 0.15831692877998726), ('letter', 0.15831692877998726)]",[],
ham,Dude im no longer a pisces. Im an aquarius now.,0,train,dude im longer pisces. im aquarius now.,7,"[('dude im longer', 0.02541909697430123), ('longer pisces', 0.02541909697430123), ('dude', 0.12363091320521931), ('pisces', 0.12363091320521931), ('longer', 0.2005079697193566), ('aquarius', 0.46553351027698087)]","['longer', 'aquarius']","longer,aquarius"
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me,0,train,x course 2yrs. messages messenger lik r sending,8,"[('messages messenger', 0.4456055016437946), ('lik r sending', 0.4456055016437946), ('messages', 0.46553351027698087), ('sending', 0.46553351027698087), ('messages messenger lik', 0.5777370055722434), ('messenger', 0.6621399683957523), ('lik', 0.6621399683957523), ('messenger lik', 0.7807198046783035)]","['messages messenger', 'lik r sending', 'messages', 'sending', 'messages messenger lik', 'messenger', 'lik', 'messenger lik']","messages messenger,lik r sending,messages,sending,messages messenger lik,messenger,lik,messenger lik"
ham,I think steyn surely get one wicket:),0,train,think steyn surely get one wicket:),6,"[('steyn surely', 0.09700399286574239), ('wicket', 0.15831692877998726), ('steyn', 0.29736558256021506), ('surely', 0.29736558256021506)]","['steyn', 'surely']","steyn,surely"
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",0,train,"neither [in sterm voice] - i'm studying. fine me! sure thing resolved, tho. anyway. fab hols",16,"[('sterm voice', 0.10302256008155819), ('voice', 0.23133275159292982), ('studying', 0.23133275159292982), ('sterm', 0.4037484044059793), ('fine', 0.5110573480904945), ('resolved', 0.6036200563782421), ('tho.', 0.6036200563782421), ('fab', 0.6511101154454433), ('hols', 0.6511101154454433), ('fab hols', 0.7359434914074432), ('thing', 0.7740813452640246), ('thing resolved', 0.8770566391161699)]","['voice', 'studying', 'sterm', 'fine', 'resolved', 'tho.', 'fab', 'hols', 'fab hols', 'thing', 'thing resolved']","voice,studying,sterm,fine,resolved,tho.,fab,hols,fab hols,thing,thing resolved"
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex",0,train,"garbage bags, eggs, jam, bread, hannaford wheat chex",8,"[('hannaford wheat chex', 0.008321268142839145), ('garbage bags', 0.02570861714399338), ('eggs', 0.04491197687864554), ('jam', 0.04491197687864554), ('bread', 0.04491197687864554), ('hannaford wheat', 0.04940384002065631), ('wheat chex', 0.04940384002065631), ('garbage', 0.15831692877998726), ('bags', 0.15831692877998726), ('hannaford', 0.15831692877998726), ('chex', 0.15831692877998726), ('wheat', 0.29736558256021506)]",['wheat'],wheat
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,0,train,no. pride. i'm almost &lt;#&gt; years old takin money kid. supposed deal stuff. grownup stuff--why tell you.,17,"[('pride', 0.18192249554923495), ('stuff', 0.26427711337345006), ('takin money kid', 0.32224353407967277), ('years old takin', 0.3371439936810377), ('money kid', 0.3371439936810377), ('years', 0.43577213224967704), ('kid', 0.43577213224967704), ('grownup stuff', 0.4417070004479846), ('supposed deal stuff', 0.4809844389347687), ('takin money', 0.503255260906765), ('supposed', 0.5294649279106969), ('deal stuff', 0.5441500636354222), ('supposed deal', 0.5455991754695078), ('takin', 0.5785991557094661), ('money', 0.5785991557094661), ('grownup', 0.5796525154827494), ('deal', 0.6667140855438386)]","['stuff', 'takin money kid', 'years old takin', 'money kid', 'years', 'kid', 'grownup stuff', 'supposed deal stuff', 'takin money', 'supposed', 'deal stuff', 'supposed deal', 'takin', 'money', 'grownup', 'deal']","stuff,takin money kid,years old takin,money kid,years,kid,grownup stuff,supposed deal stuff,takin money,supposed,deal stuff,supposed deal,takin,money,grownup,deal"
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,0,test,sounds better evening im costume. im sure time finish tomorrow txt end.,12,"[('sounds better evening', 0.02541909697430123), ('evening im costume', 0.02541909697430123), ('tomorrow txt end', 0.11501181900411048), ('sounds', 0.12363091320521931), ('costume', 0.12363091320521931), ('txt end', 0.18075564686791562), ('time finish tomorrow', 0.1829003496708144), ('finish tomorrow txt', 0.1829003496708144), ('evening', 0.2005079697193566), ('time finish', 0.2766850298235749), ('finish tomorrow', 0.2766850298235749), ('tomorrow txt', 0.2766850298235749), ('end', 0.32883716426354986), ('time', 0.46553351027698087), ('finish', 0.46553351027698087), ('tomorrow', 0.46553351027698087), ('txt', 0.46553351027698087)]","['evening', 'time finish', 'finish tomorrow', 'tomorrow txt', 'end', 'time', 'finish', 'tomorrow', 'txt']","evening,time finish,finish tomorrow,tomorrow txt,end,time,finish,tomorrow,txt"
ham,My birthday is on feb  &lt;#&gt;  da. .,0,train,birthday feb &lt;#&gt; da. .,5,"[('birthday feb', 0.04188746641162499), ('birthday', 0.2005079697193566), ('feb', 0.2005079697193566)]","['birthday', 'feb']","birthday,feb"
ham,So when do you wanna gym?,0,train,wanna gym?,2,"[('wanna gym', 0.02570861714399338), ('wanna', 0.15831692877998726), ('gym', 0.15831692877998726)]",[],
ham,You'd like that wouldn't you? Jerk!,0,train,like you? jerk!,3,"[('jerk', 0.17881754828257995)]",[],
ham,Are u awake? Is there snow there?,0,test,u awake? snow there?,4,"[('awake', 0.2005079697193566), ('snow', 0.46553351027698087)]","['awake', 'snow']","awake,snow"
ham,And of course you should make a stink!,0,test,course make stink!,3,"[('make stink', 0.04940384002065631), ('stink', 0.15831692877998726), ('make', 0.29736558256021506)]",['make'],make
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",1,train,"u r subscribed 2 textcomp 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt stop 2 84128,custcare 08712405020",22,"[('wkly comp', 0.01552184797949213), ('textcomp', 0.05899937629682816), ('subsequent wks charged', 0.07334158415128475), ('unsubscribe txt stop', 0.07334158415128475), ('subscribed', 0.12363091320521931), ('wkly', 0.12363091320521931), ('comp', 0.12363091320521931), ('subsequent wks', 0.18075564686791562), ('wks charged', 0.18075564686791562), ('unsubscribe txt', 0.18075564686791562), ('txt stop', 0.18075564686791562), ('free question', 0.2766850298235749), ('subsequent', 0.32883716426354986), ('charged', 0.32883716426354986), ('unsubscribe', 0.32883716426354986), ('stop', 0.32883716426354986), ('free', 0.46553351027698087), ('question', 0.46553351027698087), ('wks', 0.46553351027698087), ('txt', 0.46553351027698087)]","['free question', 'subsequent', 'charged', 'unsubscribe', 'stop', 'free', 'question', 'wks', 'txt']","free question,subsequent,charged,unsubscribe,stop,free,question,wks,txt"
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.,0,test,go. openings room 'til thanksgiving without upcharge.,7,"[('openings room', 0.04940384002065631), ('til thanksgiving', 0.04940384002065631), ('thanksgiving without upcharge', 0.04940384002065631), ('room', 0.15831692877998726), ('til', 0.15831692877998726), ('upcharge', 0.15831692877998726), ('openings', 0.29736558256021506), ('thanksgiving', 0.29736558256021506)]","['openings', 'thanksgiving']","openings,thanksgiving"
ham,When you guys planning on coming over?,0,test,guys planning coming over?,4,"[('guys planning coming', 0.01655915082773619), ('guys planning', 0.04940384002065631), ('planning coming', 0.09700399286574239), ('guys', 0.15831692877998726), ('planning', 0.29736558256021506), ('coming', 0.29736558256021506)]","['planning', 'coming']","planning,coming"
ham,Wat Ì_ doing now?,0,train,wat ì_ now?,3,"[('wat', 0.15831692877998726)]",[],
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,0,train,sir. that's 8-hr trip bus last week. another audition next wednesday think might drive time.,15,"[('trip bus', 0.07796891081290885), ('bus last week', 0.07796891081290885), ('sir.', 0.2005079697193566), ('trip', 0.2005079697193566), ('week', 0.2005079697193566), ('bus', 0.36073110501666333), ('drive time', 0.4456055016437946), ('time', 0.46553351027698087), ('audition', 0.6621399683957523), ('wednesday', 0.6621399683957523), ('drive', 0.6621399683957523), ('audition next wednesday', 0.7807198046783035)]","['sir.', 'trip', 'week', 'bus', 'drive time', 'time', 'audition', 'wednesday', 'drive', 'audition next wednesday']","sir.,trip,week,bus,drive time,time,audition,wednesday,drive,audition next wednesday"
ham,Do I? I thought I put it back in the box,0,train,i? thought put back box,5,"[('thought put', 0.4456055016437946), ('back box', 0.4456055016437946), ('thought', 0.46553351027698087), ('box', 0.46553351027698087), ('thought put back', 0.5777370055722434), ('put back box', 0.5777370055722434), ('put', 0.6621399683957523), ('back', 0.6621399683957523), ('put back', 0.7807198046783035)]","['thought put', 'back box', 'thought', 'box', 'thought put back', 'put back box', 'put', 'back', 'put back']","thought put,back box,thought,box,thought put back,put back box,put,back,put back"
ham,I'm home...,0,train,i'm home...,2,"[('home', 0.15831692877998726)]",[],
ham,No one interested. May be some business plan.,0,train,one interested. may business plan.,5,"[('interested', 0.2005079697193566), ('business plan', 0.4456055016437946), ('plan', 0.46553351027698087), ('business', 0.6621399683957523)]","['interested', 'business plan', 'plan', 'business']","interested,business plan,plan,business"
ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,0,train,yup paragon... havent decided whether 2 cut yet... hee...,9,"[('yup paragon', 0.050888965170882816), ('yup', 0.2200560909321288), ('paragon', 0.2200560909321288), ('hee', 0.26303348124903125), ('havent', 0.4949246952252326), ('cut', 0.4949246952252326), ('havent decided', 0.5162806230574593), ('decided', 0.68796622281612)]","['yup', 'paragon', 'hee', 'havent', 'cut', 'havent decided', 'decided']","yup,paragon,hee,havent,cut,havent decided,decided"
ham,Good morning princess! Have a great day!,0,train,good morning princess! great day!,5,"[('good morning princess', 0.0171803062086562), ('good morning', 0.07796891081290885), ('morning princess', 0.07796891081290885), ('good', 0.2005079697193566), ('princess', 0.2005079697193566), ('great day', 0.2766850298235749), ('morning', 0.36073110501666333), ('great', 0.46553351027698087), ('day', 0.46553351027698087)]","['good', 'princess', 'great day', 'morning', 'great', 'day']","good,princess,great day,morning,great,day"
ham,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,0,train,guai... ìï shd haf seen he's naughty... ìï free today? go jogging...,12,"[('guai', 0.06997357213356549), ('shd haf', 0.35350894161299157), ('naughty', 0.3702539456099092), ('free today', 0.38599679376725615), ('today', 0.4613789858464135), ('shd', 0.5110573480904945), ('haf', 0.5110573480904945), ('jogging', 0.5121371841744414), ('free', 0.6036200563782421)]","['shd haf', 'naughty', 'free today', 'today', 'shd', 'haf', 'jogging', 'free']","shd haf,naughty,free today,today,shd,haf,jogging,free"
ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,0,test,aiyo cos sms ì_ ì_ neva reply wait 4 ì_ reply lar. tot ì_ havent finish ur lab wat.,19,"[('neva reply wait', 0.0018900599066805927), ('aiyo cos sms', 0.0023875883160560723), ('aiyo cos', 0.015790175212724515), ('neva reply', 0.01733323998962244), ('reply wait', 0.01733323998962244), ('reply lar', 0.01733323998962244), ('cos sms', 0.02185148615479553), ('reply', 0.08014015496625511), ('aiyo', 0.10630075322936205), ('neva', 0.10630075322936205), ('wait', 0.10630075322936205), ('lar', 0.10630075322936205), ('havent finish', 0.12238298363918002), ('lab wat', 0.12238298363918002), ('cos', 0.14623340726105694), ('sms', 0.14623340726105694), ('finish ur lab', 0.1616029063170083), ('tot', 0.2923372953262933), ('havent', 0.2923372953262933), ('wat', 0.2923372953262933)]","['tot', 'havent', 'wat']","tot,havent,wat"
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",0,train,"living simple.. loving also simple.. laughing simple.. winning tooo simple.. but, 'simple' difficult...;-) :-)",14,"[('living simple.', 0.08183289606152325), ('simple.', 0.09901242622368883), ('living', 0.19099326099467145), ('laughing simple.', 0.2748327707700323), ('tooo simple.', 0.3672887303794706), ('winning tooo simple.', 0.3871269609467623), ('loving', 0.45052951083305487), ('simple', 0.51679973285888), ('difficult', 0.51679973285888), ('laughing', 0.5443341773050414), ('loving also simple.', 0.5452557829929445), ('winning', 0.594151483134047), ('winning tooo', 0.6750153570101867), ('tooo', 0.6782622944931459)]","['laughing simple.', 'tooo simple.', 'winning tooo simple.', 'loving', 'simple', 'difficult', 'laughing', 'loving also simple.', 'winning', 'winning tooo', 'tooo']","laughing simple.,tooo simple.,winning tooo simple.,loving,simple,difficult,laughing,loving also simple.,winning,winning tooo,tooo"
